"Descrição","Acurácia","F1-Score","Recall","Precisão","MCC"
"banana.dat , MLP , Normalizado , Split # 0",0.6294339622641509,0.2413473214325813,0.6164263785685775,0.6169895489320933,0.6244737886725508
"banana.dat , MlP , Padronizado , Split # 0",0.8807547169811321,0.7585494175845124,0.8791432477243023,0.8782040652765687,0.8803483831519852
"banana.dat , MLP , Normalizado , Split # 0",0.6543396226415095,0.30234435442738095,0.6511345815109664,0.6513930918855679,0.6509515849032341
"banana.dat , MlP , Padronizado , Split # 0",0.8950943396226415,0.7887601594791223,0.8928919323650426,0.8897801544860369,0.8990342902410502
"banana.dat , MLP , Normalizado , Split # 0",0.6490566037735849,0.2910960373988255,0.6455386920154804,0.645658592307019,0.6454375290313976
"banana.dat , MlP , Padronizado , Split # 0",0.8867924528301887,0.7712139689047686,0.8856049269022678,0.8857268535791107,0.8854871525763894
"banana.dat , MLP , Normalizado , Split # 0",0.6279245283018868,0.23554079914802262,0.6063783311489734,0.6102578452099656,0.6257948311016752
"banana.dat , MlP , Padronizado , Split # 0",0.9011320754716982,0.8000493145458734,0.8995166727355142,0.897618455415993,0.9024454203437714
"banana.dat , MLP , Normalizado , Split # 0",0.6377358490566037,0.2640522570533532,0.6315999221494175,0.6311392539162717,0.6329190009337068
"banana.dat , MlP , Padronizado , Split # 0",0.8958490566037736,0.7896006909056711,0.8939567220477227,0.89156844321003,0.8980589229609444
"banana.dat , MLP , Normalizado , Split # 0",0.6354716981132076,0.2534883517997134,0.6020474216329255,0.6120495884517773,0.6433658645827809
"banana.dat , MlP , Padronizado , Split # 0",0.8928301886792452,0.7830242209954779,0.8913432663432663,0.8902522719212185,0.8927760161697078
"banana.dat , MLP , Normalizado , Split # 0",0.6294339622641509,0.24019450970941875,0.6138720577089376,0.6152542294813157,0.6251437859464866
"banana.dat , MlP , Padronizado , Split # 0",0.8188679245283019,0.6341367039041426,0.8137806969052461,0.8104425467626561,0.8238355723400984
"banana.dat , MLP , Normalizado , Split # 0",0.5954716981132075,0.19065427168667518,0.5941009181023447,0.5958329303062546,0.5948240109016165
"banana.dat , MlP , Padronizado , Split # 0",0.8920754716981132,0.7814928945232786,0.8905584220774232,0.8894105210794677,0.8920869565217391
"banana.dat , MLP , Normalizado , Split # 0",0.6430188679245283,0.2738180312540684,0.6361540573851627,0.635611702985164,0.6382187388503934
"banana.dat , MlP , Padronizado , Split # 0",0.8920754716981132,0.7816689604859892,0.8908215165883879,0.8905148152754172,0.891154406879752
"banana.dat , MLP , Normalizado , Split # 0",0.6452830188679245,0.2770837601197883,0.6370971501564081,0.6365593923733459,0.6405531483184632
"banana.dat , MlP , Padronizado , Split # 0",0.8837735849056604,0.7646696757620317,0.8822029123388769,0.8812555560161579,0.8834171750438895
"banana.dat , MLP , Normalizado , Split # 0",0.5720754716981132,0.13183382013893866,0.5657432696059305,0.5656369900555946,0.5661980238494521
"banana.dat , MlP , Padronizado , Split # 0",0.8988679245283019,0.7952893591717243,0.897390345503553,0.896039740772983,0.8992561223636921
"banana.dat , MLP , Normalizado , Split # 0",0.6445283018867924,0.2713942852482454,0.623943598318796,0.6270410442777063,0.6449430349147626
"banana.dat , MlP , Padronizado , Split # 0",0.8928301886792452,0.7831288685016694,0.891531188746685,0.8910410534897539,0.8920885155200045
"banana.dat , MLP , Normalizado , Split # 0",0.670188679245283,0.33846111500365506,0.6685203536317208,0.6700163974445781,0.6684483498229346
"banana.dat , MlP , Padronizado , Split # 1",0.8264150943396227,0.650728830437857,0.8209737150054279,0.8171247357293869,0.8338181818181818
"banana.dat , MLP , Normalizado , Split # 1",0.600754716981132,0.1822333798104525,0.5876739557946243,0.5886314121608239,0.5936716563222587
"banana.dat , MlP , Padronizado , Split # 1",0.8860377358490567,0.7701169225030148,0.8836963263559848,0.8807834385809763,0.8893814792311352
"banana.dat , MLP , Normalizado , Split # 1",0.610566037735849,0.2124679023868042,0.6062325491388605,0.6061999382792816,0.6062679750009219
"banana.dat , MlP , Padronizado , Split # 1",0.8883018867924528,0.7751197980168744,0.8873935952738615,0.8885146494585618,0.8866074947978256
"banana.dat , MLP , Normalizado , Split # 1",0.5932075471698113,0.16438862342811364,0.5769168110661869,0.579109609547366,0.5853992949377725
"banana.dat , MlP , Padronizado , Split # 1",0.889811320754717,0.7769261537288279,0.8883614262036998,0.8875162938090435,0.8894121731080769
"banana.dat , MLP , Normalizado , Split # 1",0.6067924528301887,0.19946101268202088,0.5988882232664297,0.5986783014826791,0.6007939308398024
"banana.dat , MlP , Padronizado , Split # 1",0.9026415094339623,0.803046880743196,0.9015103191601539,0.9011950328639795,0.9018521167048055
"banana.dat , MLP , Normalizado , Split # 1",0.6015094339622642,0.1785566344539274,0.5785907728486204,0.5836361793954133,0.5953010764539476
"banana.dat , MlP , Padronizado , Split # 1",0.8973584905660378,0.7923352999324814,0.8961488632853383,0.8957760459128448,0.8965596414956756
"banana.dat , MLP , Normalizado , Split # 1",0.6015094339622642,0.1782308915953589,0.5776382516300411,0.5831629104542921,0.5954940445967674
"banana.dat , MlP , Padronizado , Split # 1",0.730566037735849,0.46055868582823023,0.7122839734828648,0.7121154545915147,0.7499986428385303
"banana.dat , MLP , Normalizado , Split # 1",0.550188679245283,0.0956345951738374,0.5474540061523792,0.5480097371342241,0.5476256294035402
"banana.dat , MlP , Padronizado , Split # 1",0.8067924528301886,0.6110893068474609,0.8000679014674261,0.7963435080398145,0.8150314844193745
"banana.dat , MLP , Normalizado , Split # 1",0.6075471698113207,0.20008555532831265,0.5988588728458315,0.5987312707558946,0.6013717061082421
"banana.dat , MlP , Padronizado , Split # 1",0.8377358490566038,0.6728556472336531,0.8333059288963112,0.8297509983556495,0.8432398417835312
"banana.dat , MLP , Normalizado , Split # 1",0.6083018867924528,0.2019321445713281,0.5999007424534301,0.5997307779113525,0.6022166673747917
"banana.dat , MlP , Padronizado , Split # 1",0.8339622641509434,0.6654652274382773,0.8292109604964659,0.8255422441468954,0.840081799591002
"banana.dat , MLP , Normalizado , Split # 1",0.550188679245283,0.0956345951738374,0.5474540061523792,0.5480097371342241,0.5476256294035402
"banana.dat , MlP , Padronizado , Split # 1",0.8837735849056604,0.7647532557258817,0.8823251919244113,0.8817288249572791,0.883025530105559
"banana.dat , MLP , Normalizado , Split # 1",0.6,0.18184914089084137,0.5883395001805503,0.5888939555150225,0.5930015709480623
"banana.dat , MlP , Padronizado , Split # 1",0.8822641509433963,0.762062341545207,0.8810291239783585,0.8811496174697269,0.8809127608841752
"banana.dat , MLP , Normalizado , Split # 1",0.5984905660377359,0.17708364064381654,0.5847530314383603,0.5859484033218643,0.5912134913845778
"banana.dat , MlP , Padronizado , Split # 1",0.8830188679245283,0.7635619110987475,0.8808193938690536,0.8783629730962152,0.8852298147132065
"banana.dat , MLP , Normalizado , Split # 1",0.5954716981132075,0.17097826499955485,0.5818673373745367,0.5830546688959821,0.5879949540791927
"banana.dat , MlP , Padronizado , Split # 1",0.909433962264151,0.8172907833307338,0.9077884539545413,0.9053001515381816,0.9120182425187412
"banana.dat , MLP , Normalizado , Split # 1",0.5901886792452831,0.1578710338327044,0.5735132760831331,0.5759003624940697,0.5820920431221728
"banana.dat , MlP , Padronizado , Split # 1",0.8875471698113208,0.7738092703178608,0.8866786172868419,0.8879884112442252,0.8858238864078782
"banana.dat , MLP , Normalizado , Split # 1",0.5909433962264151,0.15818931872678674,0.5722486681724182,0.575480062826164,0.5828823520486351
"banana.dat , MlP , Padronizado , Split # 1",0.9026415094339623,0.8030244349274758,0.9011267815834638,0.8994597134132019,0.9035752676913626
"banana.dat , MLP , Normalizado , Split # 1",0.5977358490566038,0.18009359219468216,0.5889234447950482,0.5888928040090831,0.5912157691253344
"banana.dat , MlP , Padronizado , Split # 1",0.9033962264150943,0.8045387709880888,0.9019117946440138,0.9003014642549526,0.9042469812268592
"banana.dat , MLP , Normalizado , Split # 1",0.6052830188679246,0.19595969929203377,0.5969962635030024,0.5968370434854703,0.5991361424421895
"banana.dat , MlP , Padronizado , Split # 1",0.8920754716981132,0.7823424421807673,0.8899059806662177,0.8870441763738617,0.8953422724064926
"banana.dat , MLP , Normalizado , Split # 1",0.5916981132075472,0.16156958977051306,0.5758655313418406,0.5778993768049856,0.5837770897832817
"banana.dat , MlP , Padronizado , Split # 1",0.7418867924528302,0.47930803001347,0.7288059923013579,0.7269503056096763,0.7530688238315357
"banana.dat , MLP , Normalizado , Split # 1",0.6075471698113207,0.20174074229773167,0.6002515688240317,0.599993321265551,0.6017551137109324
"banana.dat , MlP , Padronizado , Split # 1",0.819622641509434,0.6359086504471789,0.8144128283854166,0.8109687849769929,0.8250967872414192
"banana.dat , MLP , Normalizado , Split # 1",0.6060377358490566,0.19719622930156872,0.5974978700819844,0.597363281699807,0.5998486086640247
"banana.dat , MlP , Padronizado , Split # 1",0.8724528301886793,0.7420347224905899,0.8710128022349908,0.8708378817817942,0.8711969275739175
"banana.dat , MLP , Normalizado , Split # 1",0.6113207547169811,0.2093317036398522,0.6040128247907266,0.6037288065331841,0.6056113620056557
"banana.dat , MlP , Padronizado , Split # 1",0.8566037735849057,0.7102697674748044,0.853429203539823,0.8504792567720064,0.8598523541985887
"banana.dat , MLP , Normalizado , Split # 1",0.5433962264150943,0.07677849663359286,0.5383889378036498,0.5383831474802747,0.53839535012302
"banana.dat , MlP , Padronizado , Split # 1",0.8905660377358491,0.779492403185001,0.8896303355869712,0.8905666330426932,0.8889274935556962
"banana.dat , MLP , Normalizado , Split # 1",0.6060377358490566,0.19699352980015208,0.5973160223567768,0.5972055253861,0.5998051567258763
"banana.dat , MlP , Padronizado , Split # 1",0.8943396226415095,0.7861227845054053,0.8929863668669638,0.8922512862321343,0.893873171363424
"banana.dat , MLP , Normalizado , Split # 1",0.6067924528301887,0.21576614212313402,0.605929622481349,0.6084591929325172,0.6073100094790185
"banana.dat , MlP , Padronizado , Split # 1",0.8830188679245283,0.7632500947830434,0.8810609680174898,0.8791517546647506,0.8841144739666451
"banana.dat , MLP , Normalizado , Split # 1",0.6143396226415094,0.21973505658226924,0.6098587061305325,0.6097776672332076,0.6099574629069167
"banana.dat , MlP , Padronizado , Split # 1",0.8935849056603774,0.7848368731723515,0.8924179177360572,0.8923560732726259,0.8924808098121066
"banana.dat , MLP , Normalizado , Split # 1",0.6294339622641509,0.25760681986192574,0.6278662577957465,0.6294522977149517,0.6281577747378021
"banana.dat , MlP , Padronizado , Split # 1",0.8875471698113208,0.7742798570945749,0.8867667512653963,0.8884616801853464,0.8858226742058264
"banana.dat , MLP , Normalizado , Split # 1",0.6128301886792453,0.21766515917160298,0.6088294145778052,0.6088829471182413,0.6087822353525871
"banana.dat , MlP , Padronizado , Split # 1",0.9018867924528302,0.8022104985811562,0.8999788634579382,0.8971981557480874,0.9050507754887317
"banana.dat , MLP , Normalizado , Split # 1",0.6143396226415094,0.21855232113779466,0.609196656202147,0.6089888856646722,0.609564192677585
"banana.dat , MlP , Padronizado , Split # 1",0.9018867924528302,0.805047253099839,0.8992336492336492,0.8946740547287744,0.9105293165071243
"banana.dat , MLP , Normalizado , Split # 1",0.6022641509433962,0.1783620558874308,0.5724301569077688,0.5811650476493158,0.5979886783219894
"banana.dat , MlP , Padronizado , Split # 1",0.9018867924528302,0.8037383182479825,0.8995284691696765,0.8956205926110167,0.9082164176267062
"banana.dat , MLP , Normalizado , Split # 1",0.6052830188679246,0.1949458099625946,0.59608014571949,0.5960482619169349,0.5989186791709953
"banana.dat , MlP , Padronizado , Split # 1",0.8490566037735849,0.6941450529689944,0.8467371791312717,0.8453746309423464,0.8487787690475748
"banana.dat , MLP , Normalizado , Split # 1",0.6083018867924528,0.20173132510665642,0.5997209528116885,0.5995730215976454,0.6021750843660494
"banana.dat , MlP , Padronizado , Split # 1",0.8890566037735849,0.7754698598541958,0.8876930235615452,0.8871478119084139,0.8883229383229383
"banana.dat , MLP , Normalizado , Split # 1",0.6188679245283019,0.22750360989587695,0.613648869542222,0.613408365460349,0.6140962844882715
"banana.dat , MlP , Padronizado , Split # 1",0.8973584905660378,0.7925677660770786,0.8962818003913895,0.896407071167673,0.896160733191556
"banana.dat , MLP , Normalizado , Split # 1",0.6286792452830189,0.25286334896169804,0.6261492512662409,0.626875227422423,0.6259896721903829
"banana.dat , MlP , Padronizado , Split # 1",0.8981132075471698,0.7938623638660076,0.8964885082713712,0.8947247209901108,0.8991499767116907
"banana.dat , MLP , Normalizado , Split # 1",0.6052830188679246,0.2047744512016741,0.6022343412148878,0.6026740270926317,0.6021012252376046
"banana.dat , MlP , Padronizado , Split # 1",0.8935849056603774,0.784621415464707,0.8919292728935535,0.8903052411944341,0.8943264787591965
"banana.dat , MLP , Normalizado , Split # 1",0.610566037735849,0.20439630808820847,0.6000351000351001,0.6002051983584131,0.6042307471181763
"banana.dat , MlP , Padronizado , Split # 1",0.8988679245283019,0.7957767394452926,0.8978696136359453,0.8982483291648818,0.8975287356321839
"banana.dat , MLP , Normalizado , Split # 1",0.630943396226415,0.25948907079093203,0.6290765513178752,0.630347017829918,0.6291448377204192
"banana.dat , MlP , Padronizado , Split # 2",0.8732075471698113,0.7432696742548676,0.8711107405400147,0.869313287917939,0.873970979883677
"banana.dat , MLP , Normalizado , Split # 2",0.630943396226415,0.24678992943661443,0.6214341011670879,0.6211971516349082,0.6256326333782145
"banana.dat , MlP , Padronizado , Split # 2",0.8845283018867924,0.7661986651219582,0.8827759759127688,0.8813085252893734,0.884898550320343
"banana.dat , MLP , Normalizado , Split # 2",0.64,0.2623189576163718,0.6244038687248361,0.6256189344424639,0.6369443942315417
"banana.dat , MlP , Padronizado , Split # 2",0.8679245283018868,0.7363587223831441,0.8672564345207119,0.8698890408876729,0.8664775838779162
"banana.dat , MLP , Normalizado , Split # 2",0.6475471698113208,0.2856575122294713,0.6427208357944904,0.6423975274864467,0.6432612906514426
"banana.dat , MlP , Padronizado , Split # 2",0.8784905660377359,0.7541830630124376,0.8770787704246883,0.8767831069472656,0.8774002085332546
"banana.dat , MLP , Normalizado , Split # 2",0.6505660377358491,0.2948450192625273,0.6473772940809277,0.6476576066179349,0.6471877869605143
"banana.dat , MlP , Padronizado , Split # 2",0.8875471698113208,0.7743795084488712,0.8848168241823702,0.8810471334411143,0.8934313963276312
"banana.dat , MLP , Normalizado , Split # 2",0.6558490566037736,0.30610257213524733,0.6529548806881625,0.6533921061964838,0.6527112232030265
"banana.dat , MlP , Padronizado , Split # 2",0.8830188679245283,0.7632916546149351,0.8816206685269201,0.8812025867429425,0.8820895832467694
"banana.dat , MLP , Normalizado , Split # 2",0.6384905660377358,0.2612503221128718,0.6276581078044692,0.6275638279742246,0.6337599613619899
"banana.dat , MlP , Padronizado , Split # 2",0.7479245283018868,0.5127741532176385,0.7238797961496034,0.7251654714035015,0.7919378919080322
"banana.dat , MLP , Normalizado , Split # 2",0.6128301886792453,0.20461253283160116,0.5952690435970369,0.5976822488450395,0.607149172666414
"banana.dat , MlP , Padronizado , Split # 2",0.8113207547169812,0.6214030733369704,0.8042979421300891,0.8002897188943701,0.8214743589743589
"banana.dat , MLP , Normalizado , Split # 2",0.610566037735849,0.19846495021929234,0.5893752882841328,0.5934216768690093,0.6054047031310901
"banana.dat , MlP , Padronizado , Split # 2",0.8249056603773585,0.6469073890368342,0.8198014415884674,0.8162300156144205,0.830842384756985
"banana.dat , MLP , Normalizado , Split # 2",0.6264150943396226,0.23517656967925954,0.6135230259843341,0.6140958145062112,0.6211876596119412
"banana.dat , MlP , Padronizado , Split # 2",0.8279245283018868,0.6533167968326681,0.8228152492668622,0.8191237500403027,0.8343709430665953
"banana.dat , MLP , Normalizado , Split # 2",0.6166037735849057,0.21310808359916297,0.600376646939803,0.6022065156812079,0.6110864972565981
"banana.dat , MlP , Padronizado , Split # 2",0.8807547169811321,0.7585286337361606,0.878967730894997,0.8775730400217404,0.880963169513187
"banana.dat , MLP , Normalizado , Split # 2",0.6067924528301887,0.1885288577852985,0.5780174814124746,0.5860577963861138,0.6032536612323847
"banana.dat , MlP , Padronizado , Split # 2",0.8716981132075472,0.740580355736933,0.8692031291373039,0.866683248352195,0.873932587436237
"banana.dat , MLP , Normalizado , Split # 2",0.6256603773584906,0.23461818064951193,0.6143409760952434,0.6145161141741169,0.6201701854107458
"banana.dat , MlP , Padronizado , Split # 2",0.8860377358490567,0.7696396612535359,0.8839432439973294,0.8815722201495115,0.8880950819364933
"banana.dat , MLP , Normalizado , Split # 2",0.6271698113207547,0.23528329126856704,0.6111423995285351,0.6127289769560631,0.6227684057927395
"banana.dat , MlP , Padronizado , Split # 2",0.8875471698113208,0.7727795677741608,0.8863851516025205,0.8865686044208616,0.8862110460728552
"banana.dat , MLP , Normalizado , Split # 2",0.6339622641509434,0.24973365623849197,0.6185905254355086,0.6198314655906996,0.6301137784446111
"banana.dat , MlP , Padronizado , Split # 2",0.8905660377358491,0.7788027229913633,0.8894008447271331,0.8894623388467437,0.8893403936917232
"banana.dat , MLP , Normalizado , Split # 2",0.6415094339622641,0.26634087392828315,0.6284946588820988,0.6288799992630362,0.6376037040861992
"banana.dat , MlP , Padronizado , Split # 2",0.8845283018867924,0.7674421512629869,0.8835733463509885,0.8846214078772219,0.8828228509079573
"banana.dat , MLP , Normalizado , Split # 2",0.660377358490566,0.3147644483876638,0.6573275862068966,0.6576538296784535,0.6571110866302208
"banana.dat , MlP , Padronizado , Split # 2",0.8845283018867924,0.7668621010960971,0.8834059440106974,0.8838326263086864,0.8830298949265036
"banana.dat , MLP , Normalizado , Split # 2",0.5516981132075471,0.0,0.3555447470817121,0.5,0.27584905660377357
"banana.dat , MlP , Padronizado , Split # 2",0.8807547169811321,0.7598998385570636,0.8797850544139872,0.8808859226095889,0.8790162161171153
"banana.dat , MLP , Normalizado , Split # 2",0.6369811320754717,0.25787704676659007,0.6257029173824311,0.6257225699770159,0.632236740112009
"banana.dat , MlP , Padronizado , Split # 2",0.7584905660377359,0.5233281969538341,0.7413599586175934,0.7397895968347405,0.7855340737693679
"banana.dat , MLP , Normalizado , Split # 2",0.6,0.1797152254867546,0.5855993334183083,0.5870008797505377,0.59280814850483
"banana.dat , MlP , Padronizado , Split # 2",0.810566037735849,0.6181077913962497,0.8044675986216457,0.8008677748759828,0.8174627474994897
"banana.dat , MLP , Normalizado , Split # 2",0.6150943396226415,0.21017156564565856,0.5993076605615563,0.6009962829388273,0.6093408730514915
"banana.dat , MlP , Padronizado , Split # 2",0.8362264150943396,0.6680472643349613,0.8333525564972651,0.8315381355737033,0.8365277621932974
"banana.dat , MLP , Normalizado , Split # 2",0.6158490566037735,0.21233302116351932,0.6011936545781496,0.6024690590354065,0.6099973794549267
"banana.dat , MlP , Padronizado , Split # 2",0.8392452830188679,0.6743243191303103,0.8369856216957423,0.8360094331366561,0.8383188405797102
"banana.dat , MLP , Normalizado , Split # 2",0.6173584905660378,0.23512687876781108,0.6161612525562109,0.618192872638837,0.6169373581603915
"banana.dat , MlP , Padronizado , Split # 2",0.8867924528301887,0.7707750383067159,0.8851803837834841,0.8839915341283331,0.8867885792230569
"banana.dat , MLP , Normalizado , Split # 2",0.6407547169811321,0.2684336104262482,0.6331313723574057,0.6326131815187903,0.6358398207124322
"banana.dat , MlP , Padronizado , Split # 2",0.8913207547169811,0.7799847494985324,0.8896921091701239,0.8882532576103027,0.8917392819797839
"banana.dat , MLP , Normalizado , Split # 2",0.6437735849056604,0.28030754654839063,0.6401478535458153,0.6402396053558844,0.6400679937250717
"banana.dat , MlP , Padronizado , Split # 2",0.8830188679245283,0.7631316577052982,0.8814169797604839,0.880413805174407,0.8827213412543211
"banana.dat , MLP , Normalizado , Split # 2",0.6384905660377358,0.26323164791935594,0.6302334916666714,0.6297724163661236,0.6334854170220023
"banana.dat , MlP , Padronizado , Split # 2",0.8837735849056604,0.7649646190740577,0.8824802569135359,0.8823598502121074,0.8826048080822979
"banana.dat , MLP , Normalizado , Split # 2",0.6286792452830189,0.23959730719823308,0.6153110793241655,0.6159900417766355,0.6237323237782648
"banana.dat , MlP , Padronizado , Split # 2",0.8913207547169811,0.7803706600973169,0.8893461447454497,0.8869912071006463,0.8934058164416787
"banana.dat , MLP , Normalizado , Split # 2",0.6633962264150943,0.3238437256292866,0.6614289708403229,0.6625983961825275,0.6612481443416696
"banana.dat , MlP , Padronizado , Split # 2",0.8928301886792452,0.7832794273620328,0.8916376394917019,0.891514322430875,0.8917651450905203
"banana.dat , MLP , Normalizado , Split # 2",0.6520754716981132,0.2948397073347756,0.6473111462553749,0.6469747635958306,0.6478662916245749
"banana.dat , MlP , Padronizado , Split # 2",0.8777358490566037,0.7536930152775559,0.8749720412670898,0.871681935635424,0.8820828420858251
"banana.dat , MLP , Normalizado , Split # 2",0.6347169811320754,0.25830102513219383,0.6288206068519727,0.6284032758040966,0.6299020978369261
"banana.dat , MlP , Padronizado , Split # 2",0.8890566037735849,0.7753689759293947,0.8874971191984701,0.8863590303398785,0.8890144927536232
"banana.dat , MLP , Normalizado , Split # 2",0.6362264150943396,0.2567578520016053,0.625621960541557,0.6255118443900933,0.6313115006890968
"banana.dat , MlP , Padronizado , Split # 2",0.8377358490566038,0.6711111230025683,0.8350846155582865,0.8335371498846191,0.8375861876057678
"banana.dat , MLP , Normalizado , Split # 2",0.6143396226415094,0.20890533028702943,0.5991411796258395,0.6006278010381978,0.6084229123862271
